% Model,cpm.mph
% Version,COMSOL 5.3.1.275
% Date,"Jul 24 2019, 13:12"
% Table,Probe Table 1 {tbl1} - 
% Time (h),c_in (mol/m^3),c_ads (mol/kg),m_ads (g),"alpha (1), Attenuation from source {avh1}",j_sides (mol/(m^2*s)),j_bottom (mol/(m^2*s)),j_ck (mol/(m^2*s)),j_d_sides (mol/(m^2*s)),j_d_bottom (mol/(m^2*s)),j_d_ck (mol/(m^2*s)),j_c_sides (mol/(m^2*s)),j_c_bottom (mol/(m^2*s)),j_c_ck (mol/(m^2*s))
53.36095063974683,1.4419741636768888E-7,2.2115901512471313E-6,12.814614601781047,3.523462196427294E-7,-1.15055731008021E-11,-8.80509561679007E-12,7.982283570507092E-10,1.2723835856489408E-11,-1.560124059261224E-12,7.974015261990887E-10,-2.422940895729159E-11,-7.244971557528826E-12,8.268308516208295E-13
53.460950639746834,1.4750058066277697E-7,2.211591411511334E-6,12.814621904128659,3.6041749776650274E-7,-1.1832648005836321E-11,-8.814831813495761E-12,8.159380727525388E-10,1.2538664131191224E-11,-1.5601222041588378E-12,8.150910241535056E-10,-2.437131213702751E-11,-7.254709609336914E-12,8.470485990315447E-13
53.56095063974683,1.5049315236440275E-7,2.2115926659600383E-6,12.814629172779531,3.6772984324840134E-7,-1.2161108049323657E-11,-8.819162843726904E-12,8.341215079766993E-10,1.232918140412367E-11,-1.5601188688018654E-12,8.332566318300208E-10,-2.4490289453447267E-11,-7.2590439749250586E-12,8.648761466766826E-13
53.66095063974683,1.53890941099936E-7,2.2115939137613754E-6,12.814636402913571,3.760323360826485E-7,-1.2401984682653732E-11,-8.819762733407305E-12,8.49907998406942E-10,1.2189631426748204E-11,-1.5601146451582754E-12,8.490234124809425E-10,-2.4591616109401924E-11,-7.25964808824904E-12,8.84585926001525E-13
53.76095063974683,1.561980738853073E-7,2.211595154350441E-6,12.814643591257555,3.816698123677063E-7,-1.2740220520197103E-11,-8.81842369876869E-12,8.688911191867006E-10,1.194030335184416E-11,-1.5601101621839358E-12,8.679933470286892E-10,-2.4680523872041306E-11,-7.258313536584755E-12,8.977721580109671E-13
53.86095063974683,1.6065102332767626E-7,2.2115963880080745E-6,12.814650739438747,3.9255058916524763E-7,-1.2847719078464036E-11,-8.81699060553623E-12,8.805779755138923E-10,1.1916222531704994E-11,-1.5601060872970064E-12,8.79654722744393E-10,-2.4763941610169007E-11,-7.2568845182392225E-12,9.232527694992028E-13
53.960950639746834,1.6036188219887173E-7,2.2115976142147793E-6,12.81465784444703,3.91844073152382E-7,-1.3384966095228745E-11,-8.816390139593939E-12,9.060290909785659E-10,1.1458309532699065E-11,-1.5601030713936201E-12,9.051075321991887E-10,-2.4843275627927814E-11,-7.2562870682003176E-12,9.215587793765331E-13
54.05095063974683,1.6668235008668298E-7,2.211598711960134E-6,12.814664205111843,4.0728812910526394E-7,-1.3568359314129821E-11,-8.81630823777306E-12,9.192886743985755E-10,1.1344182091291582E-11,-1.5601014214349772E-12,9.183307881757481E-10,-2.4912541405421382E-11,-7.256206816338096E-12,9.578862228292871E-13
54.129401616329496,1.684933725556563E-7,2.2115996649791398E-6,12.814669727188912,4.1171336040763126E-7,-1.3794165593161393E-11,-8.816121551134588E-12,9.314371015449014E-10,1.1180454193295389E-11,-1.5600996603423515E-12,9.304688272888586E-10,-2.4974619786456753E-11,-7.2560218907922595E-12,9.682742560461633E-13
54.20785259291216,1.7008788263655596E-7,2.211600612131257E-6,12.814675215271476,4.156095439408695E-7,-1.386498050421887E-11,-8.816014774276911E-12,9.406941532479458E-10,1.116974675604788E-11,-1.5600980505002642E-12,9.397167247944369E-10,-2.5034727260266804E-11,-7.2559167237766445E-12,9.774284535074414E-13
54.30785259291216,1.7257545215673574E-7,2.2116018132115967E-6,12.81468217469009,4.216879171781452E-7,-1.4051903635292003E-11,-8.815928478850333E-12,9.549018850754621E-10,1.1057710937562682E-11,-1.5600961031490879E-12,9.53910169239351E-10,-2.510961457285469E-11,-7.25583237570124E-12,9.91715836110332E-13
54.40785259291216,1.753444235421942E-7,2.2116030092304403E-6,12.814689104780879,4.284538955468386E-7,-1.425563105033928E-11,-8.815870823368238E-12,9.694212701000343E-10,1.0928027223297217E-11,-1.560094324600859E-12,9.68413647643321E-10,-2.5183658273636525E-11,-7.255776498767385E-12,1.0076224567112012E-12
54.50785259291216,1.7786887275139472E-7,2.2116041993088352E-6,12.814696000450935,4.3462238426146115E-7,-1.4465396429214604E-11,-8.815835112881675E-12,9.840062029015145E-10,1.0791575707453037E-11,-1.560092505303707E-12,9.829840770848392E-10,-2.5256972136667594E-11,-7.255742607577962E-12,1.0221258166769838E-12
54.60785259291216,1.8057274217800975E-7,2.2116053833000198E-6,12.814702860849872,4.4122928606923075E-7,-1.4676956414595032E-11,-8.815815199517721E-12,9.985161259005672E-10,1.0652648282042905E-11,-1.5600906997292355E-12,9.974784644049805E-10,-2.5329604696637917E-11,-7.25572449978851E-12,1.0376614955883246E-12
54.70785259291216,1.8310521386140188E-7,2.2116065612156136E-6,12.814709686045019,4.474173776902361E-7,-1.488983774071704E-11,-8.815805047502346E-12,1.0129869383743736E-9,1.051173109956758E-11,-1.5600889191021873E-12,1.0119347252537975E-9,-2.540156884028464E-11,-7.255716128400159E-12,1.0522131205767444E-12
54.80785259291216,1.8576423298918621E-7,2.2116077331090594E-6,12.814716476346037,4.5391468784483445E-7,-1.510078010967139E-11,-8.81580153028445E-12,1.027306120088161E-9,1.037211196017756E-11,-1.5600871653653674E-12,1.0262386275836638E-9,-2.5472892069848888E-11,-7.2557143649191164E-12,1.0674925045035268E-12
54.90785259291216,1.8827457083695403E-7,2.211608899039337E-6,12.814723232094678,4.6004869546416254E-7,-1.5312327309760585E-11,-8.81580196588062E-12,1.0415708081649675E-9,1.0231278915187934E-11,-1.5600854370512552E-12,1.040488890291586E-9,-2.5543606224948498E-11,-7.25571652882935E-12,1.081917873385158E-12
55.00785259291216,1.9088873952447691E-7,2.211610059068234E-6,12.814729953648957,4.664364136200035E-7,-1.552091760104225E-11,-8.815805123231253E-12,1.0556581748993667E-9,1.0092816496480589E-11,-1.5600837332011118E-12,1.0545612347580223E-9,-2.5613734097522875E-11,-7.255721390030133E-12,1.0969401413462215E-12
55.10785259291216,1.9335650349809839E-7,2.2116112132552183E-6,12.814736641353447,4.7246639202723633E-7,-1.5729175357378697E-11,-8.815809856890774E-12,1.069663912534495E-9,9.954123854255847E-12,-1.5600820524943758E-12,1.0685527912724178E-9,-2.5683299211634496E-11,-7.255727804396408E-12,1.1111212620790044E-12
55.20785259291216,1.959197069554934E-7,2.211612361658751E-6,12.814743295546887,4.787295767023725E-7,-1.5933676287345506E-11,-8.815815708058377E-12,1.083474181738716E-9,9.818637075373048E-12,-1.560080394241838E-12,1.082348330810898E-9,-2.575231336271853E-11,-7.255735313816561E-12,1.1258509278158773E-12
55.30785259291216,1.983381268080304E-7,2.2116135043345153E-6,12.814749916551925,4.846389828069697E-7,-1.6137784119896362E-11,-8.815822181371748E-12,1.0972050685098229E-9,9.683008252016919E-12,-1.560078757626658E-12,1.0960653198385453E-9,-2.5820792371913318E-11,-7.255743423745102E-12,1.1397486712760223E-12
55.40785259291216,2.00855606747903E-7,2.2116146413381014E-6,12.814756504690667,4.907904421200735E-7,-1.633859554979179E-11,-8.815829115057112E-12,1.110758570458491E-9,9.550151239349208E-12,-1.5600771421759925E-12,1.1096043547480832E-9,-2.588874678914096E-11,-7.255751972881121E-12,1.1542157104047398E-12
55.50785259291216,2.032281233194034E-7,2.2116157727211755E-6,12.814763060262484,4.965876836107E-7,-1.6539111948972986E-11,-8.815836290149541E-12,1.1242399342966161E-9,9.417072397310406E-12,-1.5600755473316939E-12,1.1230720845410446E-9,-2.5956184346283348E-11,-7.25576074281786E-12,1.167849755571658E-12
55.60785259291216,2.0570313581705247E-7,2.2116168985364626E-6,12.814769583572875,5.026353737779871E-7,-1.6736674314887844E-11,-8.815843655116778E-12,1.1375571583566325E-9,9.286440287957461E-12,-1.5600739727104015E-12,1.13637508553877E-9,-2.602311460284525E-11,-7.2557696824063814E-12,1.1820728178606621E-12
55.70785259291216,2.0803161079290636E-7,2.211618018833221E-6,12.814776074907261,5.083249996807353E-7,-1.69341303880701E-11,-8.815851110479399E-12,1.1508112447760598E-9,9.155413182813543E-12,-1.5600724178804698E-12,1.1496157909525558E-9,-2.608954357088366E-11,-7.255778692598918E-12,1.1954538235052613E-12
55.80785259291216,2.10468145870222E-7,2.211619133662347E-6,12.81478253456055,5.142786703160667E-7,-1.712799476452646E-11,-8.81585864349467E-12,1.1638847966050047E-9,9.027487816759268E-12,-1.5600708824987244E-12,1.1626753407933002E-9,-2.615548258128577E-11,-7.255787760995941E-12,1.209455811706521E-12
55.90785259291216,2.127510245310071E-7,2.2116202430694626E-6,12.81478896279709,5.198568816758297E-7,-1.7322153896229123E-11,-8.815866207468042E-12,1.1769115808373841E-9,8.89877634815057E-12,-1.5600693661949638E-12,1.1756890060104962E-9,-2.6220930244379657E-11,-7.255796841273079E-12,1.2225748268872668E-12
56.00785259291216,2.151499686562587E-7,2.2116213471032827E-6,12.814795359899152,5.257186988633942E-7,-1.751272221847353E-11,-8.815873801973872E-12,1.1897602475130233E-9,8.773174951352051E-12,-1.5600678686519924E-12,1.1885238866890817E-9,-2.6285897169825567E-11,-7.255805933321871E-12,1.2363608239408569E-12
56.10785259291216,2.173899101016337E-7,2.211622445809055E-6,12.814801726128909,5.311919931871051E-7,-1.7703842742066405E-11,-8.81588140426446E-12,1.2025710028917227E-9,8.646546571732021E-12,-1.5600663895316585E-12,1.2013217697698634E-9,-2.6350389313798432E-11,-7.255815014732828E-12,1.2492331218584324E-12
56.20785259291216,2.1975309716703135E-7,2.211623539234E-6,12.814808061759976,5.369664380403902E-7,-1.7891075812514205E-11,-8.815889016919223E-12,1.2151970561030333E-9,8.52333819855816E-12,-1.560064928528633E-12,1.2139342424417855E-9,-2.641441401107235E-11,-7.255824088390579E-12,1.2628136612442139E-12
56.30785259291216,2.219508654034018E-7,2.211624627420535E-6,12.814814367038128,5.423366821768132E-7,-1.8079160631900657E-11,-8.815896628409009E-12,1.2277968993511598E-9,8.398812141950213E-12,-1.560063485333094E-12,1.2265214557222846E-9,-2.6477972773850887E-11,-7.255833143075935E-12,1.275443628871304E-12
56.40785259291216,2.242785430554739E-7,2.211625710414387E-6,12.814820642228321,5.480243598198254E-7,-1.826315005874695E-11,-8.81590424137081E-12,1.2402082226043365E-9,8.2779225130236E-12,-1.5600620596504572E-12,1.238919402473064E-9,-2.6541072571770525E-11,-7.255842181720338E-12,1.2888201312722772E-12
56.50785259291216,2.2643536574441827E-7,2.2116267882576216E-6,12.814826887574295,5.532945535586041E-7,-1.844842948404727E-11,-8.815911849707925E-12,1.2526072967360988E-9,8.155289638912926E-12,-1.5600606511830715E-12,1.2513060819144833E-9,-2.6603719122960196E-11,-7.255851198524831E-12,1.3012148216171962E-12
56.60785259291216,2.287306045621628E-7,2.2116278609948105E-6,12.814833103334317,5.589029669475612E-7,-1.8629079015119782E-11,-8.815919455403541E-12,1.2648033416545726E-9,8.036841207703201E-12,-1.5600592596520041E-12,1.2634889367237444E-9,-2.6665920222822964E-11,-7.255860195751521E-12,1.314404930829297E-12
56.70785259291216,2.3084538833654353E-7,2.211628928665674E-6,12.814839289738535,5.640704386473645E-7,-1.881143761069868E-11,-8.815927055100573E-12,1.2770036905817132E-9,7.916235712371237E-12,-1.5600578847772721E-12,1.275677132521955E-9,-2.672767332306983E-11,-7.2558691703233084E-12,1.3265580597556183E-12
56.80785259291216,2.331093986885659E-7,2.2116299913126083E-6,12.814845447032603,5.696025453165512E-7,-1.898899130185721E-11,-8.81593465010639E-12,1.288995809651381E-9,7.799999016213444E-12,-1.5600565262839987E-12,1.2876562409210622E-9,-2.6788990318070663E-11,-7.255878123822386E-12,1.3395687303232128E-12
56.90785259291216,2.3518359169897375E-7,2.2116310489763924E-6,12.814851575452806,5.746708335316673E-7,-1.9168550226806613E-11,-8.815942238494475E-12,1.3010030710055757E-9,7.68132097521221E-12,-1.5600551839070039E-12,1.2996515823867173E-9,-2.6849871202018818E-11,-7.255887054587478E-12,1.351488618859038E-12
57.00785259291216,2.3741709293063727E-7,2.2116321016963462E-6,12.814857675226985,5.801283912006432E-7,-1.9343041850581244E-11,-8.815949821065529E-12,1.3127962722743136E-9,7.567280206234245E-12,-1.5600538573839592E-12,1.3114319482904585E-9,-2.691032205681549E-11,-7.25589596368158E-12,1.3643239838591285E-12
57.10785259291216,2.3945221228446137E-7,2.2116331495131753E-6,12.814863746590989,5.851012029812185E-7,-1.951997036590634E-11,-8.815957396659341E-12,1.3246178368466742E-9,7.450378593308614E-12,-1.5600525464554077E-12,1.3232418174972405E-9,-2.6970348959215006E-11,-7.255904850203933E-12,1.3760193494359388E-12
57.20785259291216,2.416567576446461E-7,2.2116341924652575E-6,12.814869789767197,5.904880070118217E-7,-1.9691627754630182E-11,-8.815964965736011E-12,1.336221637945821E-9,7.33832813826699E-12,-1.5600512508750492E-12,1.3348329496117271E-9,-2.702995589289722E-11,-7.255913714860957E-12,1.3886883340954824E-12
57.30785259291216,2.436533034605058E-7,2.2116352305907816E-6,12.814875804976884,5.953665643971209E-7,-1.9865857229887297E-11,-8.815972527563937E-12,1.3478590800318905E-9,7.223287174334951E-12,-1.5600499703918214E-12,1.346458917981827E-9,-2.708914440422212E-11,-7.255922557172097E-12,1.400162050060815E-12
57.40785259291216,2.4582864086904274E-7,2.2116362639280483E-6,12.814881792441975,6.006819988317496E-7,-2.003454349902562E-11,-8.815980082377782E-12,1.3592727451729731E-9,7.113377749028175E-12,-1.5600487047664058E-12,1.3578600819676923E-9,-2.714792124805374E-11,-7.255931377611363E-12,1.41266320527919E-12
57.50785259291216,2.47788508204187E-7,2.2116372925145648E-6,12.814887752379798,6.054709323919638E-7,-2.0206207805498973E-11,-8.815987629697966E-12,1.370731678940702E-9,7.000082902855911E-12,-1.5600474537624578E-12,1.3693077527796213E-9,-2.720629070835489E-11,-7.255940175935501E-12,1.423926161079701E-12
57.60785259291216,2.49934843298577E-7,2.2116383163878744E-6,12.814893685007894,6.107154997056138E-7,-2.0372140316192918E-11,-8.815995169616241E-12,1.3819640491558083E-9,6.892116490637908E-12,-1.560046217145033E-12,1.3805277884877412E-9,-2.7264256806830773E-11,-7.255948952471219E-12,1.4362606680686879E-12
57.70785259291216,2.518593703930104E-7,2.2116393355833446E-6,12.814899590531185,6.154180794286415E-7,-2.054126171060711E-11,-8.816002701800974E-12,1.393249080256856E-9,6.78055962853682E-12,-1.560044994689456E-12,1.3918017597034374E-9,-2.732182133914391E-11,-7.255957707111495E-12,1.4473205534176355E-12
57.80785259291216,2.53976924637935E-7,2.2116403501383736E-6,12.814905469166375,6.205923207700052E-7,-2.0704279519531003E-11,-8.816010226263034E-12,1.4042976603112607E-9,6.6747113561342344E-12,-1.5600437861717732E-12,1.4028381706269036E-9,-2.7378990875665302E-11,-7.255966440091233E-12,1.4594896843571902E-12
57.90785259291216,2.5586702784571157E-7,2.21164136008722E-6,12.814911321111966,6.25210785765915E-7,-2.0871029545983866E-11,-8.816017742755433E-12,1.4154156156416964E-9,6.5647380429329875E-12,-1.560042591372805E-12,1.4139452638770921E-9,-2.7435767588916876E-11,-7.255975151382635E-12,1.4703517646081987E-12
58.00785259291216,2.579569239106808E-7,2.2116423654671268E-6,12.814917146583754,6.303174443766378E-7,-2.1031349788796725E-11,-8.816025251243406E-12,1.4262891085114515E-9,6.460808448773326E-12,-1.560041410079709E-12,1.4248067465409445E-9,-2.7492158237570025E-11,-7.255983841163674E-12,1.4823619705080798E-12
58.10785259291216,2.5981324215663694E-7,2.211643366310302E-6,12.814922945768364,6.348533558575259E-7,-2.119566922963636E-11,-8.816032751536219E-12,1.4372411730449988E-9,6.352492590805722E-12,-1.5600402420832044E-12,1.4357481431282247E-9,-2.7548161820442108E-11,-7.255992509453035E-12,1.493029916775275E-12
58.20785259291216,2.6187550550068945E-7,2.211644362653805E-6,12.814928718880527,6.398924939467392E-7,-2.1353415997457153E-11,-8.816040243564265E-12,1.4479458674539107E-9,6.250371535400204E-12,-1.5600390871709705E-12,1.4464409861104198E-9,-2.7603787532857313E-11,-7.256001156393295E-12,1.5048813434906598E-12
58.30785259291216,2.637001979640594E-7,2.211645354528635E-6,12.814934466099864,6.443511278645594E-7,-2.151547533128186E-11,-8.816047727174949E-12,1.4587392610992507E-9,6.14355741540431E-12,-1.5600379451443558E-12,1.4572238935361256E-9,-2.765903274668623E-11,-7.256009782030587E-12,1.5153675631272832E-12
58.40785259291216,2.6573520594414635E-7,2.211646341971367E-6,12.814940187638296,6.493236675035368E-7,-2.1670602492329974E-11,-8.816055202292459E-12,1.469275833972657E-9,6.04330540585342E-12,-1.5600368158067761E-12,1.467748771593933E-9,-2.7713907898183383E-11,-7.25601838648568E-12,1.5270623787245222E-12
58.50785259291216,2.675280073209579E-7,2.211647325012041E-6,12.814945883669893,6.53704375588341E-7,-2.1830239591587114E-11,-8.816062668778629E-12,1.4799076844191784E-9,5.9381692478884146E-12,-1.5600356989580711E-12,1.4783703190724916E-9,-2.7768408839475602E-11,-7.2560269698205666E-12,1.5373653466850788E-12
58.60785259291216,2.695361494075926E-7,2.2116483036866736E-6,12.814951554403335,6.586112684478295E-7,-2.198298552229976E-11,-8.816070126555674E-12,1.4902851504356826E-9,5.8395618526568145E-12,-1.5600345944132799E-12,1.4887362446468302E-9,-2.78225473749566E-11,-7.256035532142412E-12,1.5489057888512208E-12
58.70785259291216,2.712993031071652E-7,2.211649278024766E-6,12.814957200009571,6.629195324676877E-7,-2.2140333538038323E-11,-8.816077575502343E-12,1.500760904162563E-9,5.735984851736934E-12,-1.5600335019799707E-12,1.4992018657659948E-9,-2.787631838977531E-11,-7.256044073522344E-12,1.559038396569804E-12
58.80785259291216,2.732800641982159E-7,2.2116502480613733E-6,12.814962820691715,6.677595198962241E-7,-2.2290649696530767E-11,-8.816085015532502E-12,1.5109799191318404E-9,5.639084329392253E-12,-1.5600324214735937E-12,1.5094094976270206E-9,-2.792973402592304E-11,-7.256052594058931E-12,1.5704215048211672E-12
58.90785259291216,2.750139293644628E-7,2.2116512138255157E-6,12.814968416617917,6.719962174188724E-7,-2.2445677817571717E-11,-8.816092446548984E-12,1.5213006819811326E-9,5.537110771158218E-12,-1.5600313527203435E-12,1.5197202961654205E-9,-2.7982788588729888E-11,-7.256061093828656E-12,1.5803858157099946E-12
59.00785259291216,2.769680633846697E-7,2.211652175351211E-6,12.814973987985296,6.767711416306864E-7,-2.2593737283113442E-11,-8.816099868460948E-12,1.531368491909414E-9,5.4417575048976865E-12,-1.5600302955366664E-12,1.5297768759873008E-9,-2.8035494788011072E-11,-7.256069572924278E-12,1.59161592211058E-12
59.10785259291216,2.7867430729130125E-7,2.2116531326670242E-6,12.814979534959352,6.809403466375028E-7,-2.2746461214478276E-11,-8.816107281176265E-12,1.541536614387743E-9,5.3413847710327375E-12,-1.5600292497511155E-12,1.539935192870892E-9,-2.8087845985511005E-11,-7.256078031425156E-12,1.6014215168524833E-12
59.20785259291216,2.8060125905842735E-7,2.211654085806276E-6,12.814985057733164,6.856488510454419E-7,-2.289228585035443E-11,-8.816114684613123E-12,1.5514557114411944E-9,5.247570364774663E-12,-1.5600282151927762E-12,1.5498432160105916E-9,-2.8139856215129024E-11,-7.256086469420352E-12,1.6124954306062578E-12
59.30785259291216,2.822807278375361E-7,2.2116550347967743E-6,12.814990556467864,6.897526310592129E-7,-2.3042764312653648E-11,-8.816122078681472E-12,1.561474673551754E-9,5.148752567868118E-12,-1.5600271916909548E-12,1.55985252638059E-9,-2.8191516880521717E-11,-7.256094886990532E-12,1.6221471711587916E-12
59.40785259291216,2.8418115138203535E-7,2.2116559796712804E-6,12.814996031353267,6.943963137859315E-7,-2.3186389557655774E-11,-8.816129463310798E-12,1.5712480633022927E-9,5.056454461736684E-12,-1.5600261790887208E-12,1.569614994651997E-9,-2.8242844019392462E-11,-7.256103284222044E-12,1.6330686503005447E-12
59.50785259291216,2.858349666111275E-7,2.2116569204567756E-6,12.815001482545723,6.984374093799913E-7,-2.3334671914786914E-11,-8.81613683841414E-12,1.581120817121465E-9,4.959154871916424E-12,-1.560025177218068E-12,1.5794782441399588E-9,-2.8293826786703313E-11,-7.25611166119607E-12,1.6425729815067429E-12
59.60785259291216,2.877085678710836E-7,2.2116578571856186E-6,12.815006910232722,7.030155518855404E-7,-2.347621911975861E-11,-8.816144203919051E-12,1.5907540676436599E-9,4.86826391596121E-12,-1.5600241859218727E-12,1.5891007273078646E-9,-2.8344483035719806E-11,-7.25612001799718E-12,1.6533403357977117E-12
59.70785259291216,2.8933777527339984E-7,2.2116587898839494E-6,12.815012314565726,7.06996518283416E-7,-2.3622257653398734E-11,-8.816151559751173E-12,1.6004804823867193E-9,4.7725421811866694E-12,-1.5600232050449038E-12,1.5988177791201002E-9,-2.8394799834585378E-11,-7.2561283547062614E-12,1.6627032666161582E-12
59.80785259291216,2.911843678892967E-7,2.2116597185838256E-6,12.815017695730488,7.115086651985341E-7,-2.3761752150507248E-11,-8.816158905842373E-12,1.6099760286977325E-9,4.683045194894105E-12,-1.5600222344359313E-12,1.6083027132729947E-9,-2.844479734540138E-11,-7.256136671406468E-12,1.6733154247404044E-12
59.90785259291216,2.927904997498967E-7,2.2116606433107154E-6,12.815023053874581,7.154332465369903E-7,-2.3905639379793998E-11,-8.816166242118518E-12,1.6195603411536897E-9,4.588821523610481E-12,-1.5600212739401772E-12,1.6178777953934778E-9,-2.8494460903404478E-11,-7.256144968178357E-12,1.682545760216549E-12
60.00785259291216,2.9461001022763243E-7,2.211661564096106E-6,12.815028389180451,7.198792182789235E-7,-2.404315646300471E-11,-8.816173568516378E-12,1.6289220550471356E-9,4.500655582210258E-12,-1.5600203234126362E-12,1.627229052747676E-9,-2.8543812045215065E-11,-7.256153245103738E-12,1.6930022994532963E-12
60.10785259291216,2.9619363002372554E-7,2.2116624809648097E-6,12.815033701791863,7.237487914138661E-7,-2.418495258658512E-11,-8.816180884975908E-12,1.6383677682648997E-9,4.407881282359721E-12,-1.5600193827132311E-12,1.6366656649875868E-9,-2.8592833868944967E-11,-7.2561615022626905E-12,1.7021032773153085E-12
60.20785259291216,2.9798667508549373E-7,2.211663393947819E-6,12.815038991888402,7.2813009494258E-7,-2.432043238349322E-11,-8.816188191429368E-12,1.6475951414348627E-9,4.32111825851161E-12,-1.5600184516935008E-12,1.645882733693527E-9,-2.8641550642004814E-11,-7.256169739735877E-12,1.7124077413388021E-12
60.30785259291216,2.99548443274746E-7,2.2116643030692387E-6,12.815044259609733,7.319462737015548E-7,-2.446011660587543E-11,-8.816195487815689E-12,1.6569033724210227E-9,4.229825887891461E-12,-1.5600175302129773E-12,1.6551819892643958E-9,-2.8689942493766776E-11,-7.2561779576027195E-12,1.7213831566343083E-12
60.40785259291216,3.0131500644485555E-7,2.2116652083596654E-6,12.81504950513315,7.362628687587148E-7,-2.4593871047717708E-11,-8.816202774085076E-12,1.6660069965424305E-9,4.144165597998632E-12,-1.5600166181421363E-12,1.664275461092032E-9,-2.8738036645716405E-11,-7.256186155942918E-12,1.7315354503997808E-12
60.50785259291216,3.028563815635444E-7,2.2116661098427285E-6,12.815054728595559,7.400292170734215E-7,-2.4731568664688786E-11,-8.816210050175305E-12,1.6751828496779206E-9,4.054241314569404E-12,-1.56001571534023E-12,1.6734424559934946E-9,-2.8785809979258168E-11,-7.2561943348350794E-12,1.7403936844249083E-12
60.60785259291216,3.0459671724348853E-7,2.2116670075484557E-6,12.815059930170959,7.442817252887851E-7,-2.486334508449336E-11,-8.816217316032612E-12,1.6841563252777467E-9,3.969947449043476E-12,-1.5600148216745723E-12,1.6824059300082311E-9,-2.883329253353683E-11,-7.256202494358025E-12,1.7503952695162901E-12
60.70785259291216,3.0611751417354273E-7,2.2116679015001194E-6,12.815065109994187,7.479977908234294E-7,-2.4998964079787448E-11,-8.81622457160784E-12,1.6931985217687625E-9,3.881495257267061E-12,-1.5600139370182214E-12,1.6914393865105947E-9,-2.8880459337054462E-11,-7.256210634589618E-12,1.7591352581641783E-12
60.80785259291216,3.0783215166897677E-7,2.211668791727178E-6,12.815070268235942,7.521875055547486E-7,-2.5128979962621176E-11,-8.816231816847554E-12,1.702049713517729E-9,3.798361965376244E-12,-1.5600130612398003E-12,1.7002807243417889E-9,-2.892734192799741E-11,-7.256218755607727E-12,1.7689891759369562E-12
60.90785259291216,3.093328382109936E-7,2.2116696782522285E-6,12.815075405027157,7.558544313795485E-7,-2.5262867878764768E-11,-8.81623905170558E-12,1.7109701568612475E-9,3.7110448165584295E-12,-1.560012194216097E-12,1.7091925432540809E-9,-2.897391269532311E-11,-7.256226857489489E-12,1.7776136071679475E-12
61.00785259291216,3.1102357470657417E-7,2.2116705611042996E-6,12.81508052053603,7.599857440454492E-7,-2.539090226998649E-11,-8.81624627613544E-12,1.7196938795446474E-9,3.6293032429319967E-12,-1.5600113358235762E-12,1.7179065493596556E-9,-2.9020205512918515E-11,-7.256234940311873E-12,1.7873301849908794E-12
61.10785259291216,3.1250309977069457E-7,2.2116714403053733E-6,12.815085614889929,7.636009618235557E-7,-2.5522900575546486E-11,-8.816253490090288E-12,1.7284892593051837E-9,3.543290728800395E-12,-1.5600104859390545E-12,1.7266934262868738E-9,-2.90661913043469E-11,-7.2562430041512264E-12,1.7958330183087714E-12
61.20785259291216,3.14170583399371E-7,2.211672315884037E-6,12.815090688254507,7.676754561361459E-7,-2.5649309627882193E-11,-8.816260693532635E-12,1.7370976404304683E-9,3.462595309623643E-12,-1.5600096444489942E-12,1.735292224450048E-9,-2.9111904937505876E-11,-7.256251049083643E-12,1.805415980422778E-12
61.30785259291216,3.15630130993077E-7,2.2116731878616444E-6,12.815095740753486,7.712418589884673E-7,-2.5779520519962697E-11,-8.816267886410162E-12,1.7457722461887295E-9,3.377795185173944E-12,-1.5600088112254523E-12,1.743958442169169E-9,-2.915731570513674E-11,-7.2562590751846954E-12,1.8138040195597968E-12
61.40785259291216,3.1727442349938377E-7,2.2116740562663858E-6,12.81510077255021,7.752596858204444E-7,-2.5904131290457802E-11,-8.81627506869332E-12,1.754261600878183E-9,3.2983284693407987E-12,-1.5600079861636075E-12,1.7524383471577128E-9,-2.9202459759798594E-11,-7.256267082529699E-12,1.8232537204715546E-12
61.50785259291216,3.1871399299211265E-7,2.211674921119267E-6,12.815105783766393,7.787772722062013E-7,-2.603239980731354E-11,-8.816282240338158E-12,1.7628119899579455E-9,3.214906276145129E-12,-1.5600071691447402E-12,1.7609804629964219E-9,-2.924730608345867E-11,-7.256275071193386E-12,1.831526961518233E-12
61.60785259291216,3.203355759531112E-7,2.2116757824479224E-6,12.815110774562163,7.827396082905585E-7,-2.61555119111862E-11,-8.816289401310351E-12,1.7711923793899742E-9,3.1363792760898965E-12,-1.560006360060032E-12,1.7693515332216184E-9,-2.92918911872761E-11,-7.25628304125032E-12,1.8408461683553353E-12
61.70785259291216,3.217558817193407E-7,2.2116766402729817E-6,12.815115745057046,7.862101237829551E-7,-2.6282134939162443E-11,-8.816296551571997E-12,1.7796287018201954E-9,3.0540482237016266E-12,-1.5600055587976161E-12,1.7777796931039294E-9,-2.933618316286404E-11,-7.256290992774355E-12,1.8490087162679576E-12
61.80785259291216,3.23356531900366E-7,2.21167749462147E-6,12.815120695407638,7.901213106437291E-7,-2.6403481716364296E-11,-8.816303691088215E-12,1.7878932352456869E-9,2.976737015246952E-12,-1.5600047652489354E-12,1.7860350276065632E-9,-2.938021873161126E-11,-7.256298925839285E-12,1.858207639125386E-12
